study_id,vocabulary_type_step1,vocabulary_type_step2,midpoint,slope,upper_limit,AIC_LL.3,AIC_Cubic,AIC_Quad,AIC_Lin,cumulative_exp_Eng,cumulative_exp_Fre,end_age,lang_status,dominant_lang,exposure_balance,exposure_percent,n_months,age,starting_age,eng_completed,fr_completed,num_datapts,vocabulary_score,num_missing_datapts,total,dominance,words_learned
S118,concept,concept,20.40379953777325,9.504461825021988,729.4027009680589,83.54907765448755,86.4735939117064,94.57815572164876,114.22159116834672,43.21513002364066,54.94089834515366,31,bilingual,fr_dom,43.21513002364066,NA,13,28.77741935483871,16.744086021505375,TRUE,TRUE,15,701,5,733,NA,85.28375940511322
S120,English,single,27.463617443452065,5.318870192984186,470.99549819551936,101.75874683526408,98.29250872074692,96.43580206979776,98.21541638369496,49.9,50.1,27,bilingual,fr_dom,49.9,49.9,15,30.870967741935484,16.905376344086022,TRUE,FALSE,13,322,2,680,nondominant,13.378693623639192
S120,French,single,27.318889632545165,7.422311109074209,329.1201453845894,68.65321289623901,70.19669226846827,81.13442128792886,101.46709489331448,49.9,50.1,27,bilingual,fr_dom,49.9,50.1,14,30.032258064516128,16.905376344086022,TRUE,TRUE,13,221,3,664,dominant,21.695178849144636
S120,word,word,26.6020676296524,6.303191200726465,723.9669467212891,80.88272524881417,82.84865688991394,92.501142288423,104.88227643772034,49.9,50.1,27,bilingual,fr_dom,49.9,NA,14,30.032258064516128,16.905376344086022,TRUE,TRUE,13,493,3,1344,NA,51.566147859922175
S120,concept,concept,24.75872294622168,6.543240129098841,459.85710996503207,78.77174756554498,76.93767224077459,89.10214106378604,87.35727763122084,49.9,50.1,27,bilingual,fr_dom,49.9,NA,14,30.032258064516128,16.905376344086022,TRUE,TRUE,13,357,3,733,NA,33.604336043360505
S122,English,single,19.910998095821046,10.654766449404562,631.3854214742377,101.18279506433544,95.77806181714756,95.89700378057968,113.30598879478002,98.1,1.9,30,eng_mono,eng_dom,1.9,98.1,13,28.65483870967742,16.421505376344086,TRUE,NA,10,651,5,680,dominant,71.97836083310814
S122,word,word,19.910998095821046,10.654766449404562,631.3854214742377,101.18279506433544,95.77806181714756,95.89700378057968,113.30598879478002,98.1,1.9,30,eng_mono,eng_dom,1.9,NA,13,28.65483870967742,16.421505376344086,TRUE,NA,10,651,5,680,NA,71.97836083310814
S122,concept,concept,19.910998095821046,10.654766449404562,631.3854214742377,101.18279506433544,95.77806181714756,95.89700378057968,113.30598879478002,98.1,1.9,30,eng_mono,eng_dom,1.9,NA,13,28.65483870967742,16.421505376344086,TRUE,NA,10,651,5,680,NA,71.97836083310814
S126,English,single,21.208357584303194,5.378841748337618,188.02608956915404,60.84535377882312,55.453588524282225,58.9426977748202,59.35054830549694,33.6,66.4,30,bilingual,fr_dom,33.6,33.6,12,27.963440860215055,17.032258064516128,TRUE,TRUE,10,157,6,680,nondominant,8.421052631578954
S126,French,single,24.78763386308984,5.667756300271297,658.4172662498078,83.41359671421395,77.10910043973038,76.18553718573077,75.4765368419793,33.6,66.4,30,bilingual,fr_dom,33.6,66.4,12,27.963440860215055,17.032258064516128,TRUE,TRUE,10,449,4,664,dominant,27
S126,word,word,24.473617994665716,5.300085691451384,887.8535227362423,75.12555003546818,70.0657780308047,70.43840995454431,68.44597052700433,33.6,66.4,30,bilingual,fr_dom,33.6,NA,12,27.963440860215055,17.032258064516128,TRUE,TRUE,10,606,6,1344,NA,31.333333333333332
S126,concept,concept,25.56527878456211,4.7234423732626745,746.0960060522473,67.27664808593572,61.598865733552614,62.60804633527303,61.08429346812446,33.6,66.4,30,bilingual,fr_dom,33.6,NA,12,27.963440860215055,17.032258064516128,TRUE,TRUE,10,459,6,733,NA,42.5
S130,French,single,24.88776647113536,10.454999059868909,402.1539238560512,104.07362787950984,117.6301944978253,137.69090170153137,144.13186787211075,4.3,95.7,31,fr_mono,fr_dom,4.3,95.7,15,30.425806451612903,16.33294930875576,NA,TRUE,15,359,0,664,dominant,44.999999999999986
S130,word,word,24.88776647113536,10.454999059868909,402.1539238560512,104.07362787950984,117.6301944978253,137.69090170153137,144.13186787211075,4.3,95.7,31,fr_mono,fr_dom,4.3,NA,15,30.425806451612903,16.33294930875576,NA,TRUE,15,359,0,664,NA,44.999999999999986
S130,concept,concept,24.88776647113536,10.454999059868909,402.1539238560512,104.07362787950984,117.6301944978253,137.69090170153137,144.13186787211075,4.3,95.7,31,fr_mono,fr_dom,4.3,NA,15,30.425806451612903,16.33294930875576,NA,TRUE,15,359,0,664,NA,44.999999999999986
S131,English,single,18.329507844914858,6.118303864767329,659.2532764802592,99.07696851271878,92.13753657537856,104.9880554666045,147.61012197093294,100,0,29,eng_mono,eng_dom,0,100,15,30.5494623655914,16.62327188940092,TRUE,NA,14,635,1,680,dominant,76.36940392128732
S131,word,word,18.329507844914858,6.118303864767329,659.2532764802592,99.07696851271878,92.13753657537856,104.9880554666045,147.61012197093294,100,0,29,eng_mono,eng_dom,0,NA,15,30.5494623655914,16.62327188940092,TRUE,NA,14,635,1,680,NA,76.36940392128732
S131,concept,concept,18.329507844914858,6.118303864767329,659.2532764802592,99.07696851271878,92.13753657537856,104.9880554666045,147.61012197093294,100,0,29,eng_mono,eng_dom,0,NA,15,30.5494623655914,16.62327188940092,TRUE,NA,14,635,1,680,NA,76.36940392128732
S132,French,single,27.00146008882596,16.418818334918544,424.4404867132303,103.94556477198616,123.95546548708148,129.20079118713005,143.18075385324545,37,63,31,bilingual,fr_dom,37,63,14,31.366666666666667,17.96106785317019,TRUE,TRUE,13,387,1,664,dominant,74.04199475065609
S132,word,word,27.772829173064338,10.96114505385338,606.7030424017335,110.39010553850946,119.47015300651418,124.1732485589136,142.86064846155688,37,63,31,bilingual,fr_dom,37,NA,14,31.366666666666667,17.96106785317019,TRUE,TRUE,13,477,1,1344,NA,78.11023622047236
S132,concept,concept,27.134863279858283,12.827714216246571,467.25886300449065,108.33141889909108,120.60129386785624,126.13383461178935,139.61444376497008,37,63,31,bilingual,fr_dom,37,NA,14,31.366666666666667,17.96106785317019,TRUE,TRUE,13,397,1,733,NA,71.60104986876632
