study_id,study_name,variable,first_entry,second_entry,discrepancy,response_id_first_entry,recorded_date_first_entry,response_id_second_entry,recorded_date_second_entry,info_to_keep,comment
S039,BNW,sit5_hrs_l2_thu,5.5,8,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,8,
S039,BNW,sit5_hrs_l2_fri,5.5,8,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,8,
S039,BNW,sit5_hrs_l3_mon,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit5_hrs_l3_tue,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit5_hrs_l3_wed,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit5_hrs_l3_thu,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit5_hrs_l3_fri,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit5_end,17,8,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,8,
S039,BNW,sit5_length,9,1,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,1,
S039,BNW,sit6_hrs_l1_sat,NA,5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5,
S039,BNW,sit6_hrs_l1_sun,NA,5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit6_hrs_l2_sat,11,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit6_hrs_l2_sun,11,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit6_hrs_l3_mon,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit6_hrs_l3_tue,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit6_hrs_l3_wed,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit6_hrs_l3_thu,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit6_hrs_l3_fri,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit6_hrs_l3_sat,NA,0.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0.5,
S039,BNW,sit6_hrs_l3_sun,NA,0.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit6_end,23,17,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,17,
S039,BNW,sit6_length,6,9,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,9,
S039,BNW,sit7,NA,At daycare full time,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,At daycare full time,
S039,BNW,sit7_hrs_l1_mon,NA,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit7_hrs_l1_tue,NA,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit7_hrs_l1_wed,NA,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit7_hrs_l1_thu,NA,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit7_hrs_l1_fri,NA,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit7_hrs_l1_sat,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit7_hrs_l1_sun,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit7_hrs_l2_mon,NA,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit7_hrs_l2_tue,NA,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit7_hrs_l2_wed,NA,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit7_hrs_l2_thu,NA,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit7_hrs_l2_fri,NA,5.5,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,5.5,
S039,BNW,sit7_hrs_l2_sat,NA,11,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,11,
S039,BNW,sit7_hrs_l2_sun,NA,11,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,11,
S039,BNW,sit7_hrs_l3_mon,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit7_hrs_l3_tue,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit7_hrs_l3_wed,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit7_hrs_l3_thu,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit7_hrs_l3_fri,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit7_hrs_l3_sat,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit7_hrs_l3_sun,NA,0,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,0,
S039,BNW,sit7_end,NA,23,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,23,
S039,BNW,sit7_length,0,6,CHECK,R_2qrYA3m0z2bsrgM,2023-03-27T14:13:06Z,R_1luAL5ZfYZ8j3HX,2023-04-13T11:44:13Z,6,
S042,BNW,cgvr1_eng_use,Regularly,Sometimes,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,Sometimes,
S042,BNW,cgvr2_l3_variety,Montreal,Montreal slang,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,Montreal slang,
S042,BNW,sit1_hrs_l3_mon,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit1_hrs_l3_tue,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit1_hrs_l3_wed,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit1_hrs_l3_thu,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit1_hrs_l3_fri,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit1_hrs_l3_sat,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit1_hrs_l3_sun,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit2_hrs_l1_sat,4,5,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,5,
S042,BNW,sit2_hrs_l1_sun,4,5,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,5,
S042,BNW,sit2_hrs_l2_sat,7,6,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,6,
S042,BNW,sit2_hrs_l2_sun,7,6,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,6,
S042,BNW,sit2_hrs_l3_mon,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit2_hrs_l3_tue,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit2_hrs_l3_wed,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit2_hrs_l3_thu,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit2_hrs_l3_fri,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit2_hrs_l3_sat,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit2_hrs_l3_sun,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit3,Other (COVID),At home with primary caregiver 1 & 2,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,At home with primary caregiver 1 & 2,
S042,BNW,sit3_hrs_l3_mon,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit3_hrs_l3_tue,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit3_hrs_l3_wed,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit3_hrs_l3_thu,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit3_hrs_l3_fri,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit3_hrs_l3_sat,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit3_hrs_l3_sun,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit4_hrs_l3_mon,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit4_hrs_l3_tue,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit4_hrs_l3_wed,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit4_hrs_l3_thu,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit4_hrs_l3_fri,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit4_hrs_l3_sat,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S042,BNW,sit4_hrs_l3_sun,NA,0,CHECK,R_2tffx2cWjb30p5K,2023-03-27T14:20:35Z,R_1q2OQkgoB433LRo,2023-04-17T13:09:33Z,0,
S044,BNW,sit1_hrs_l1_mon,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit1_hrs_l1_tue,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit1_hrs_l1_wed,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit1_hrs_l1_thu,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit1_hrs_l1_fri,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit1_hrs_l1_sat,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit1_hrs_l1_sun,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit2,Other (COVID),At home with primary caregiver 1 & 2,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,At home with primary caregiver 1 & 2,
S044,BNW,sit2_hrs_l1_mon,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit2_hrs_l1_tue,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit2_hrs_l1_wed,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit2_hrs_l1_thu,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit2_hrs_l1_fri,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit2_hrs_l1_sat,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit2_hrs_l1_sun,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit3_hrs_l1_mon,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit3_hrs_l1_tue,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit3_hrs_l1_wed,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit3_hrs_l1_thu,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit3_hrs_l1_fri,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit3_hrs_l1_sat,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,sit3_hrs_l1_sun,NA,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,glob_est_l1,0,100,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,0,
S044,BNW,glob_est_l2,100,0,CHECK,R_1eUUR9EK2mlymOm,2023-03-27T14:25:58Z,R_1dcUPUZ6YsT3XZF,2023-04-17T13:17:16Z,100,
S048,BNW,sit1_end,22,30,CHECK,R_29aVqMJbUY5r5AJ,2023-03-20T13:34:42Z,R_23gCD7nBg9OD7HL,2023-03-30T13:08:06Z,30,
S048,BNW,sit1_length,22,30,CHECK,R_29aVqMJbUY5r5AJ,2023-03-20T13:34:42Z,R_23gCD7nBg9OD7HL,2023-03-30T13:08:06Z,30,
S048,BNW,glob_est_l1,75,70,CHECK,R_29aVqMJbUY5r5AJ,2023-03-20T13:34:42Z,R_23gCD7nBg9OD7HL,2023-03-30T13:08:06Z,70,
S048,BNW,glob_est_l2,25,30,CHECK,R_29aVqMJbUY5r5AJ,2023-03-20T13:34:42Z,R_23gCD7nBg9OD7HL,2023-03-30T13:08:06Z,30,
S048,BNW,researcher_notes,Dad has worked from home since child's birth.,NA,CHECK,R_29aVqMJbUY5r5AJ,2023-03-20T13:34:42Z,R_23gCD7nBg9OD7HL,2023-03-30T13:08:06Z,Dad has worked from home since child's birth.,
S049,BNW,cgvr1_l3_variety,Modern Hebrew,Modern,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,Modern,
S049,BNW,daycare_langs,"English, French","English, French, Spanish",CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,"English, French, Spanish",
S049,BNW,sit1_hrs_l3_mon,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit1_hrs_l3_tue,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit1_hrs_l3_wed,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit1_hrs_l3_thu,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit1_hrs_l3_fri,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit1_hrs_l3_sat,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit1_hrs_l3_sun,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit2_hrs_l3_mon,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit2_hrs_l3_tue,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit2_hrs_l3_wed,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit2_hrs_l3_thu,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit2_hrs_l3_fri,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit2_hrs_l3_sat,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit2_hrs_l3_sun,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit3,At home with primary caregiver 1 & 2,Other (COVID),CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,At home with primary caregiver 1 & 2,
S049,BNW,sit3_hrs_l3_mon,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit3_hrs_l3_tue,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit3_hrs_l3_wed,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit3_hrs_l3_thu,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit3_hrs_l3_fri,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit3_hrs_l3_sat,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit3_hrs_l3_sun,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit4_hrs_l1_sat,5.5,5,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,5,
S049,BNW,sit4_hrs_l1_sun,5.5,5,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,5,
S049,BNW,sit4_hrs_l2_sat,5,5.5,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,5.5,
S049,BNW,sit4_hrs_l2_sun,5,5.5,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,5.5,
S049,BNW,sit4_hrs_l3_mon,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
S049,BNW,sit4_hrs_l3_tue,0,NA,CHECK,R_1GJn1WNeeSe1cBu,2023-03-20T13:48:41Z,R_1CBatcVznsrHiqf,2023-04-03T13:15:49Z,0,
